rank,keyword,channel,horizon,trend_score,predicted_delta,velocity_z,breakout,evidence,suggested_action
1,adcb com update,seo,month,100.0,0.048,3.534,False,2026-08-14: rising related query for 'adcb com' in AE | 2026-08-15: rising related query for 'adcb com' in AE | 2026-08-16: rising related query for 'adcb com' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
2,adcb internet banking update,seo,month,99.9,0.009,4.232,False,2026-08-08: rising related query for 'adcb' in AE | 2026-08-14: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
3,adcb issue today,seo,month,99.2,0.031,3.588,False,2026-08-08: rising related query for 'adcb' in AE | 2026-08-14: rising related query for 'adcb' in AE | 2026-08-13: suggestion for 'adcb issue' [AE/en],Create/refresh a dedicated page targeting this query; interlink from related pages.
4,adcb banking issues,seo,month,98.4,0.012,3.447,False,2026-08-08: rising related query for 'adcb' in AE | 2026-08-15: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
5,كيف أحول أموال من الإمارات إلى الهند,seo,month,98.1,0.006,4.048,True,,BREAKOUT detected — act now while competition is low. Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
6,evaluate adcb on fees and charges,seo,month,97.9,0.001,4.716,False,2026-08-08: AI prompt (Google AI Mode) · topic: Fees and charges | 2026-08-08: AI prompt (ChatGPT) · topic: Fees and charges | 2026-08-08: AI prompt (Google Gemini) · topic: Fees and charges,Create/refresh a dedicated page targeting this query; interlink from related pages.
7,adcb customer data integrity,seo,month,97.9,0.0,3.038,False,2026-08-14: rising related query for 'adcb' in AE | 2026-08-15: rising related query for 'adcb' in AE | 2026-08-08: rising related query for 'adcb' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
8,evaluate adcb on eligibility and documentation,seo,month,97.9,0.0,4.715,False,2026-08-08: AI prompt (Google AI Mode) · topic: Eligibility and documentation | 2026-08-08: AI prompt (ChatGPT) · topic: Eligibility and documentation | 2026-08-08: AI prompt (Perplexity) · topic: Eligibility and documentation,Create/refresh a dedicated page targeting this query; interlink from related pages.
9,which bank is best for salary account in uae,seo,month,91.8,0.008,2.209,False,,Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
10,evaluate adcb on credit cards,seo,month,88.3,0.023,2.523,True,2026-08-08: AI prompt (Google Gemini) · topic: Credit cards | 2026-08-08: AI prompt (Google AI Overviews) · topic: Credit cards | 2026-08-09: AI prompt (Google Gemini) · topic: Credit cards,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
