rank,keyword,channel,horizon,trend_score,predicted_delta,velocity_z,breakout,evidence,suggested_action
1,fixed deposit uae,seo,quarter,100.0,2.091,1.203,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
2,digital dirham,seo,quarter,81.7,0.675,174888.102,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
3,التمويل العقاري الإمارات,seo,quarter,77.8,0.488,126494.562,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
4,personal loan uae,seo,quarter,70.1,1.133,0.694,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
5,neobank uae,seo,quarter,67.7,0.043,11170.415,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
6,evaluate adcb on fees and charges,seo,quarter,67.2,0.019,4964.629,True,2026-08-08: AI prompt (Google AI Mode) · topic: Fees and charges | 2026-08-08: AI prompt (ChatGPT) · topic: Fees and charges | 2026-08-08: AI prompt (Google Gemini) · topic: Fees and charges,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
7,الدرهم الرقمي,seo,quarter,67.2,0.019,4964.629,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
8,evaluate adcb on eligibility and documentation,seo,quarter,67.0,0.011,2978.777,True,2026-08-08: AI prompt (Google AI Mode) · topic: Eligibility and documentation | 2026-08-08: AI prompt (ChatGPT) · topic: Eligibility and documentation | 2026-08-08: AI prompt (Perplexity) · topic: Eligibility and documentation,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
9,كيف أحول أموال من الإمارات إلى الهند,seo,quarter,67.0,0.01,2482.314,True,,BREAKOUT detected — act now while competition is low. Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
10,adcb bank near me,seo,quarter,57.2,0.033,1.587,False,2026-08-08: rising related query for 'adcb' in OM | 2026-08-08: suggestion for 'adcb bank' [AE/en] | 2026-08-09: suggestion for 'adcb bank' [AE/en],Create/refresh a dedicated page targeting this query; interlink from related pages.
11,what is an iban number,seo,quarter,56.5,0.615,0.569,False,,Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
12,open banking uae,seo,quarter,56.4,0.227,1.053,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
13,how to open a bank account in uae,seo,quarter,56.2,0.218,1.049,True,,BREAKOUT detected — act now while competition is low. Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
14,evaluate adcb on digital banking and app,seo,quarter,55.0,0.585,0.626,False,2026-08-08: AI prompt (Google Gemini) · topic: Digital banking and app | 2026-08-08: AI prompt (Google AI Mode) · topic: Digital banking and app | 2026-08-09: AI prompt (Google Gemini) · topic: Digital banking and app,Create/refresh a dedicated page targeting this query; interlink from related pages.
15,car loan uae,seo,quarter,51.2,0.151,0.711,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
16,credit card uae,seo,quarter,49.6,0.414,0.174,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
17,islamic banking uae,seo,quarter,48.5,0.265,0.22,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
18,digital banks uae,seo,quarter,46.9,0.31,0.264,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
19,قرض سيارة الإمارات,seo,quarter,42.6,0.494,-0.374,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
20,ai in banking,seo,quarter,38.4,-0.341,0.754,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
