rank,keyword,channel,horizon,trend_score,predicted_delta,velocity_z,breakout,evidence,suggested_action
1,bnpl uae,seo,quarter,100.0,1.387,2.514,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
2,fixed deposit uae,seo,quarter,74.0,0.885,0.676,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
3,evaluate adcb on fees and charges,seo,quarter,73.8,0.038,9929.258,True,2026-08-08: AI prompt (Google AI Mode) · topic: Fees and charges | 2026-08-08: AI prompt (ChatGPT) · topic: Fees and charges | 2026-08-08: AI prompt (Google Gemini) · topic: Fees and charges,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
4,evaluate adcb on eligibility and documentation,seo,quarter,73.5,0.023,5957.555,True,2026-08-08: AI prompt (Google AI Mode) · topic: Eligibility and documentation | 2026-08-08: AI prompt (ChatGPT) · topic: Eligibility and documentation | 2026-08-08: AI prompt (Perplexity) · topic: Eligibility and documentation,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
5,evaluate adcb on current and savings,seo,quarter,73.4,0.019,4964.629,True,2026-08-08: AI prompt (Google AI Overviews) · topic: current and savings | 2026-08-08: AI prompt (Google Gemini) · topic: current and savings | 2026-08-08: AI prompt (ChatGPT) · topic: current and savings,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
6,البنوك الرقمية الإمارات,seo,quarter,73.4,0.021,5319.245,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
7,التمويل العقاري الإمارات,seo,quarter,73.4,0.019,4964.629,True,,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
8,evaluate adcb on accounts,seo,quarter,73.4,0.02,5212.86,True,2026-08-08: AI prompt (Google Gemini) · topic: Accounts | 2026-08-08: AI prompt (ChatGPT) · topic: Accounts | 2026-08-08: AI prompt (Google AI Overviews) · topic: Accounts,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
9,adcb issue today,seo,quarter,73.0,0.004,1060.982,True,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: suggestion for 'adcb issue' [AE/en] | 2026-08-10: suggestion for 'adcb issue' [AE/en],BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
10,what is an iban number,seo,quarter,66.9,0.828,0.605,False,,Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
11,evaluate adcb on digital banking and app,seo,quarter,60.9,0.608,0.658,False,2026-08-08: AI prompt (Google Gemini) · topic: Digital banking and app | 2026-08-08: AI prompt (Google AI Mode) · topic: Digital banking and app | 2026-08-09: AI prompt (Google Gemini) · topic: Digital banking and app,Create/refresh a dedicated page targeting this query; interlink from related pages.
12,ai in banking,seo,quarter,55.0,0.195,0.831,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
13,adcb login procash,seo,quarter,52.6,0.517,0.189,False,2026-08-10: suggestion for 'adcb login' [AE/en],Create/refresh a dedicated page targeting this query; interlink from related pages.
14,digital banks uae,seo,quarter,48.1,0.245,0.201,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
15,open banking uae,seo,quarter,47.8,-0.103,0.581,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
16,personal loan uae,seo,quarter,47.8,0.009,0.428,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
17,islamic banking uae,seo,quarter,46.5,0.128,0.006,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
18,adcb bank near me,seo,quarter,45.5,-0.133,0.517,False,2026-08-08: rising related query for 'adcb' in OM | 2026-08-08: suggestion for 'adcb bank' [AE/en] | 2026-08-09: suggestion for 'adcb bank' [AE/en],Create/refresh a dedicated page targeting this query; interlink from related pages.
19,how to open a bank account in uae,seo,quarter,40.5,-0.325,0.39,False,,Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
20,adcb bank issue,seo,quarter,40.3,0.08,-0.078,True,2026-08-09: rising related query for 'adcb bank' in AE | 2026-08-08: rising related query for 'adcb bank' in AE | 2026-08-09: rising related query for 'adcb' in AE,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
