rank,keyword,channel,horizon,trend_score,predicted_delta,velocity_z,breakout,evidence,suggested_action
1,neobank uae,seo,week,100.0,0.135,11170.415,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
2,الدرهم الرقمي,seo,week,99.8,0.129,4964.629,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
3,evaluate adcb on fees and charges,seo,week,97.9,0.069,4964.629,True,2026-08-08: AI prompt (Google AI Mode) · topic: Fees and charges | 2026-08-08: AI prompt (ChatGPT) · topic: Fees and charges | 2026-08-08: AI prompt (Google Gemini) · topic: Fees and charges,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
4,evaluate adcb on eligibility and documentation,seo,week,96.4,0.021,2978.777,True,2026-08-08: AI prompt (Google AI Mode) · topic: Eligibility and documentation | 2026-08-08: AI prompt (ChatGPT) · topic: Eligibility and documentation | 2026-08-08: AI prompt (Perplexity) · topic: Eligibility and documentation,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
5,كيف أحول أموال من الإمارات إلى الهند,seo,week,96.1,0.014,2482.314,True,,BREAKOUT detected — act now while competition is low. Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
6,التمويل العقاري الإمارات,seo,week,92.0,-0.151,126494.562,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
7,digital dirham,seo,week,90.6,-0.195,174888.102,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
8,adcb bank near me,seo,week,76.6,-0.103,1.587,False,2026-08-08: rising related query for 'adcb' in OM | 2026-08-08: suggestion for 'adcb bank' [AE/en] | 2026-08-09: suggestion for 'adcb bank' [AE/en],Create/refresh a dedicated page targeting this query; interlink from related pages.
9,open banking uae,seo,week,70.5,-0.063,1.053,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
10,how to open a bank account in uae,seo,week,70.5,-0.06,1.049,True,,BREAKOUT detected — act now while competition is low. Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
11,islamic banking uae,seo,week,62.5,0.107,0.22,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
12,adcb,seo,week,61.6,0.03,0.169,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
13,fixed deposit uae,seo,week,60.1,-0.604,1.203,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
14,personal loan uae,seo,week,59.9,-0.14,0.694,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
15,digital banks uae,seo,week,59.5,0.133,0.264,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
16,what is an iban number,seo,week,55.5,-0.144,0.569,False,,Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
17,evaluate adcb on digital banking and app,seo,week,54.9,-0.12,0.626,False,2026-08-08: AI prompt (Google Gemini) · topic: Digital banking and app | 2026-08-08: AI prompt (Google AI Mode) · topic: Digital banking and app | 2026-08-09: AI prompt (Google Gemini) · topic: Digital banking and app,Create/refresh a dedicated page targeting this query; interlink from related pages.
18,mortgage rates uae,seo,week,52.5,-0.265,0.267,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
19,open bank account online uae,seo,week,50.7,-0.006,-0.151,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
20,ai in banking,seo,week,49.0,-0.439,0.754,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
