rank,keyword,channel,horizon,trend_score,predicted_delta,velocity_z,breakout,evidence,suggested_action
1,adcb com,seo,month,100.0,0.158,5.235,True,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
2,adcb bank issue,seo,month,96.3,0.156,38301.982,False,2026-08-09: rising related query for 'adcb bank' in AE | 2026-08-08: rising related query for 'adcb bank' in AE | 2026-08-09: rising related query for 'adcb' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
3,أفضل بنك في الإمارات,seo,month,93.2,0.131,10497.824,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
4,ما هو الحد الأدنى للراتب للحصول على قرض شخصي,seo,month,92.9,0.126,28086.35,True,,BREAKOUT detected — act now while competition is low. Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
5,what is the minimum salary for a credit card in uae,seo,month,92.8,0.124,42526.302,False,,Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
6,how does islamic home finance work,seo,month,91.6,0.1,14164.81,False,,Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
7,البنوك الرقمية الإمارات,seo,month,90.8,0.121,48057.811,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
8,التمويل العقاري الإمارات,seo,month,90.6,0.045,11790.994,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
9,حساب توفير الإمارات,seo,month,88.2,0.033,10860.126,True,,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
10,evaluate adcb on accounts,seo,month,86.8,0.078,25040.347,True,2026-08-08: AI prompt (Google Gemini) · topic: Accounts | 2026-08-08: AI prompt (ChatGPT) · topic: Accounts | 2026-08-08: AI prompt (Google AI Overviews) · topic: Accounts,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
11,adcb internet banking update,seo,month,86.2,0.065,30335.578,True,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
12,adcb issue today,seo,month,86.1,0.064,18301.931,True,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: suggestion for 'adcb issue' [AE/en] | 2026-08-10: suggestion for 'adcb issue' [AE/en],BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
13,evaluate adcb on current and savings,seo,month,86.1,0.064,26790.691,True,2026-08-08: AI prompt (Google AI Overviews) · topic: current and savings | 2026-08-08: AI prompt (Google Gemini) · topic: current and savings | 2026-08-08: AI prompt (ChatGPT) · topic: current and savings,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
14,evaluate adcb on fees and charges,seo,month,86.0,0.061,22340.83,True,2026-08-08: AI prompt (Google AI Mode) · topic: Fees and charges | 2026-08-08: AI prompt (ChatGPT) · topic: Fees and charges | 2026-08-08: AI prompt (Google Gemini) · topic: Fees and charges,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
15,evaluate adcb on eligibility and documentation,seo,month,86.0,0.061,13404.498,True,2026-08-08: AI prompt (Google AI Mode) · topic: Eligibility and documentation | 2026-08-08: AI prompt (ChatGPT) · topic: Eligibility and documentation | 2026-08-08: AI prompt (Perplexity) · topic: Eligibility and documentation,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
16,adcb banking issues,seo,month,85.8,0.057,17880.291,True,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
17,remittance uae to india,seo,month,33.7,0.346,0.159,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
18,adcb,seo,month,31.8,0.176,-0.218,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
19,credit card uae,seo,month,30.4,0.09,0.398,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
20,wealth management uae,seo,month,27.8,-0.189,0.784,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
