rank,keyword,channel,horizon,trend_score,predicted_delta,velocity_z,breakout,evidence,suggested_action
1,wealth management uae,seo,quarter,100.0,1.252,0.784,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
2,adcb com,seo,quarter,98.7,0.128,5.235,True,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
3,adcb bank issue,seo,quarter,97.4,0.148,38301.982,False,2026-08-09: rising related query for 'adcb bank' in AE | 2026-08-08: rising related query for 'adcb bank' in AE | 2026-08-09: rising related query for 'adcb' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
4,what is the minimum salary for a credit card in uae,seo,quarter,96.9,0.164,42526.302,False,,Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
5,البنوك الرقمية الإمارات,seo,quarter,96.6,0.185,48057.811,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
6,ما هو الحد الأدنى للراتب للحصول على قرض شخصي,seo,quarter,95.5,0.108,28086.35,True,,BREAKOUT detected — act now while competition is low. Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
7,التمويل العقاري الإمارات,seo,quarter,94.9,0.045,11790.994,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
8,how does islamic home finance work,seo,quarter,94.2,0.055,14164.81,False,,Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
9,adcb internet banking update,seo,quarter,94.0,0.117,30335.578,True,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
10,حساب توفير الإمارات,seo,quarter,93.9,0.042,10860.126,True,,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
11,أفضل بنك في الإمارات,seo,quarter,93.8,0.04,10497.824,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
12,evaluate adcb on current and savings,seo,quarter,93.6,0.103,26790.691,True,2026-08-08: AI prompt (Google AI Overviews) · topic: current and savings | 2026-08-08: AI prompt (Google Gemini) · topic: current and savings | 2026-08-08: AI prompt (ChatGPT) · topic: current and savings,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
13,evaluate adcb on accounts,seo,quarter,93.5,0.097,25040.347,True,2026-08-08: AI prompt (Google Gemini) · topic: Accounts | 2026-08-08: AI prompt (ChatGPT) · topic: Accounts | 2026-08-08: AI prompt (Google AI Overviews) · topic: Accounts,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
14,evaluate adcb on fees and charges,seo,quarter,93.2,0.086,22340.83,True,2026-08-08: AI prompt (Google AI Mode) · topic: Fees and charges | 2026-08-08: AI prompt (ChatGPT) · topic: Fees and charges | 2026-08-08: AI prompt (Google Gemini) · topic: Fees and charges,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
15,adcb issue today,seo,quarter,92.8,0.071,18301.931,True,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: suggestion for 'adcb issue' [AE/en] | 2026-08-10: suggestion for 'adcb issue' [AE/en],BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
16,adcb banking issues,seo,quarter,92.8,0.069,17880.291,True,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
17,evaluate adcb on eligibility and documentation,seo,quarter,92.3,0.052,13404.498,True,2026-08-08: AI prompt (Google AI Mode) · topic: Eligibility and documentation | 2026-08-08: AI prompt (ChatGPT) · topic: Eligibility and documentation | 2026-08-08: AI prompt (Perplexity) · topic: Eligibility and documentation,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
18,evaluate adcb on digital banking and app,seo,quarter,80.3,0.666,0.738,False,2026-08-08: AI prompt (Google Gemini) · topic: Digital banking and app | 2026-08-08: AI prompt (Google AI Mode) · topic: Digital banking and app | 2026-08-09: AI prompt (Google Gemini) · topic: Digital banking and app,Create/refresh a dedicated page targeting this query; interlink from related pages.
19,remittance uae to india,seo,quarter,77.4,0.767,0.159,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
20,digital banks uae,seo,quarter,72.2,0.494,0.147,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
