rank,keyword,channel,horizon,trend_score,predicted_delta,velocity_z,breakout,evidence,suggested_action
1,adcb internet banking update,seo,week,100.0,0.001,4.232,False,2026-08-08: rising related query for 'adcb' in AE | 2026-08-14: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
2,adcb com update,seo,week,99.4,0.024,3.534,False,2026-08-14: rising related query for 'adcb com' in AE | 2026-08-15: rising related query for 'adcb com' in AE | 2026-08-16: rising related query for 'adcb com' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
3,evaluate adcb on fees and charges,seo,week,98.8,0.01,4.716,False,2026-08-08: AI prompt (Google AI Mode) · topic: Fees and charges | 2026-08-08: AI prompt (ChatGPT) · topic: Fees and charges | 2026-08-08: AI prompt (Google Gemini) · topic: Fees and charges,Create/refresh a dedicated page targeting this query; interlink from related pages.
4,adcb customer data integrity,seo,week,98.7,0.007,3.038,False,2026-08-14: rising related query for 'adcb' in AE | 2026-08-15: rising related query for 'adcb' in AE | 2026-08-08: rising related query for 'adcb' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
5,adcb issue today,seo,week,98.5,0.003,3.588,False,2026-08-08: rising related query for 'adcb' in AE | 2026-08-14: rising related query for 'adcb' in AE | 2026-08-13: suggestion for 'adcb issue' [AE/en],Create/refresh a dedicated page targeting this query; interlink from related pages.
6,adcb banking issues,seo,week,98.3,-0.001,3.447,False,2026-08-08: rising related query for 'adcb' in AE | 2026-08-15: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
7,كيف أحول أموال من الإمارات إلى الهند,seo,week,98.3,-0.0,4.048,True,,BREAKOUT detected — act now while competition is low. Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
8,evaluate adcb on eligibility and documentation,seo,week,97.5,-0.018,4.715,False,2026-08-08: AI prompt (Google AI Mode) · topic: Eligibility and documentation | 2026-08-08: AI prompt (ChatGPT) · topic: Eligibility and documentation | 2026-08-08: AI prompt (Perplexity) · topic: Eligibility and documentation,Create/refresh a dedicated page targeting this query; interlink from related pages.
9,which bank is best for salary account in uae,seo,week,94.1,0.052,2.209,False,,Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
10,evaluate adcb on credit cards,seo,week,88.5,0.02,2.523,True,2026-08-08: AI prompt (Google Gemini) · topic: Credit cards | 2026-08-08: AI prompt (Google AI Overviews) · topic: Credit cards | 2026-08-09: AI prompt (Google Gemini) · topic: Credit cards,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
