rank,keyword,channel,horizon,trend_score,predicted_delta,velocity_z,breakout,evidence,suggested_action
1,embedded finance mena,seo,month,100.0,0.069,4.918,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
2,الدرهم الرقمي,seo,month,98.2,0.065,6.836,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
3,البنوك الرقمية الإمارات,seo,month,95.0,0.089,2.743,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
4,adcb com update,seo,month,92.7,0.053,5.095,False,2026-08-14: rising related query for 'adcb com' in AE | 2026-08-15: rising related query for 'adcb com' in AE | 2026-08-09: rising related query for 'adcb com' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
5,adcb issue today uae latest news,seo,month,92.3,0.044,5.291,False,2026-08-14: rising related query for 'adcb issue today' in AE | 2026-08-08: suggestion for 'adcb issue today' [AE/en] | 2026-08-09: suggestion for 'adcb issue today' [AE/en],Create/refresh a dedicated page targeting this query; interlink from related pages.
6,adcb issue today,seo,month,92.0,0.038,4.796,False,2026-08-08: rising related query for 'adcb' in AE | 2026-08-14: rising related query for 'adcb' in AE | 2026-08-13: suggestion for 'adcb issue' [AE/en],Create/refresh a dedicated page targeting this query; interlink from related pages.
7,evaluate adcb on accounts,seo,month,91.9,0.036,6.854,False,2026-08-08: AI prompt (Google Gemini) · topic: Accounts | 2026-08-08: AI prompt (ChatGPT) · topic: Accounts | 2026-08-08: AI prompt (Google AI Overviews) · topic: Accounts,Create/refresh a dedicated page targeting this query; interlink from related pages.
8,evaluate adcb on business and sme banking,seo,month,91.6,0.029,5.088,True,2026-08-08: AI prompt (Google AI Overviews) · topic: Business and SME banking | 2026-08-09: AI prompt (Perplexity) · topic: Business and SME banking | 2026-08-09: AI prompt (Google Gemini) · topic: Business and SME banking,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
9,adcb internet banking update,seo,month,91.5,0.026,4.687,False,2026-08-08: rising related query for 'adcb' in AE | 2026-08-14: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
10,evaluate adcb on fees and charges,seo,month,91.4,0.024,10.769,False,2026-08-08: AI prompt (Google AI Mode) · topic: Fees and charges | 2026-08-08: AI prompt (ChatGPT) · topic: Fees and charges | 2026-08-08: AI prompt (Google Gemini) · topic: Fees and charges,Create/refresh a dedicated page targeting this query; interlink from related pages.
11,كيف أحول أموال من الإمارات إلى الهند,seo,month,91.3,0.021,5.365,True,,BREAKOUT detected — act now while competition is low. Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
12,adcb banking issues,seo,month,91.2,0.021,4.481,False,2026-08-08: rising related query for 'adcb' in AE | 2026-08-15: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
13,evaluate adcb on eligibility and documentation,seo,month,91.2,0.02,10.766,False,2026-08-08: AI prompt (Google AI Mode) · topic: Eligibility and documentation | 2026-08-08: AI prompt (ChatGPT) · topic: Eligibility and documentation | 2026-08-08: AI prompt (Perplexity) · topic: Eligibility and documentation,Create/refresh a dedicated page targeting this query; interlink from related pages.
14,evaluate adcb on credit cards,seo,month,87.2,0.031,2.804,False,2026-08-08: AI prompt (Google Gemini) · topic: Credit cards | 2026-08-08: AI prompt (Google AI Overviews) · topic: Credit cards | 2026-08-09: AI prompt (Google Gemini) · topic: Credit cards,Create/refresh a dedicated page targeting this query; interlink from related pages.
15,حساب توفير الإمارات,seo,month,59.8,0.031,1.321,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
16,adcb,seo,month,57.4,0.075,0.276,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
17,adcb bank near me,seo,month,56.1,-0.117,1.031,False,2026-08-08: rising related query for 'adcb' in OM | 2026-08-15: suggestion for 'adcb bank' [AE/en] | 2026-08-08: suggestion for 'adcb bank' [AE/en],Create/refresh a dedicated page targeting this query; interlink from related pages.
18,islamic banking uae,seo,month,55.6,0.033,0.563,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
19,remittance uae to india,seo,month,53.8,0.162,0.728,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
20,uses for ai in banking,seo,month,53.0,-0.084,0.972,True,2026-08-08: suggestion for 'for ai in banking' [AE/en] | 2026-08-09: suggestion for 'for ai in banking' [AE/en] | 2026-08-10: suggestion for 'for ai in banking' [AE/en],"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
