rank,keyword,channel,horizon,trend_score,predicted_delta,velocity_z,breakout,evidence,suggested_action
1,neobank uae,seo,month,100.0,0.098,11170.415,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
2,الدرهم الرقمي,seo,month,98.3,0.046,4964.629,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
3,evaluate adcb on fees and charges,seo,month,98.1,0.039,4964.629,True,2026-08-08: AI prompt (Google AI Mode) · topic: Fees and charges | 2026-08-08: AI prompt (ChatGPT) · topic: Fees and charges | 2026-08-08: AI prompt (Google Gemini) · topic: Fees and charges,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
4,كيف أحول أموال من الإمارات إلى الهند,seo,month,98.0,0.038,2482.314,True,,BREAKOUT detected — act now while competition is low. Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
5,evaluate adcb on eligibility and documentation,seo,month,97.7,0.029,2978.777,True,2026-08-08: AI prompt (Google AI Mode) · topic: Eligibility and documentation | 2026-08-08: AI prompt (ChatGPT) · topic: Eligibility and documentation | 2026-08-08: AI prompt (Perplexity) · topic: Eligibility and documentation,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
6,التمويل العقاري الإمارات,seo,month,94.3,-0.111,126494.562,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
7,digital dirham,seo,month,91.9,-0.186,174888.102,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
8,adcb bank near me,seo,month,77.5,-0.094,1.587,False,2026-08-08: rising related query for 'adcb' in OM | 2026-08-08: suggestion for 'adcb bank' [AE/en] | 2026-08-09: suggestion for 'adcb bank' [AE/en],Create/refresh a dedicated page targeting this query; interlink from related pages.
9,how to open a bank account in uae,seo,month,68.3,-0.142,1.049,True,,BREAKOUT detected — act now while competition is low. Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
10,islamic banking uae,seo,month,63.1,0.112,0.22,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
11,open banking uae,seo,month,60.5,-0.382,1.053,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
12,fixed deposit uae,seo,month,60.0,-0.615,1.203,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
13,digital banks uae,seo,month,59.4,0.122,0.264,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
14,credit card uae,seo,month,56.6,0.009,0.174,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
15,best savings account uae,seo,month,55.8,0.309,-0.547,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
16,what is an iban number,seo,month,55.2,-0.158,0.569,False,,Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
17,adcb,seo,month,54.7,-0.19,0.169,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
18,ai in banking,seo,month,54.4,-0.277,0.754,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
19,evaluate adcb on digital banking and app,seo,month,54.3,-0.145,0.626,False,2026-08-08: AI prompt (Google Gemini) · topic: Digital banking and app | 2026-08-08: AI prompt (Google AI Mode) · topic: Digital banking and app | 2026-08-09: AI prompt (Google Gemini) · topic: Digital banking and app,Create/refresh a dedicated page targeting this query; interlink from related pages.
20,remittance uae to india,seo,month,54.2,0.369,-0.333,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
