rank,keyword,channel,horizon,trend_score,predicted_delta,velocity_z,breakout,evidence,suggested_action
1,adcb com,seo,quarter,100.0,0.179,6.853,False,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
2,what is the minimum salary for a credit card in uae,seo,quarter,98.6,0.224,57953.735,True,,BREAKOUT detected — act now while competition is low. Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
3,البنوك الرقمية الإمارات,seo,quarter,98.6,0.262,67803.362,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
4,حساب توفير الإمارات,seo,quarter,97.0,0.118,30565.889,True,,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
5,adcb updates,seo,quarter,96.6,0.17,44193.885,True,2026-08-09: rising related query for 'adcb' in AE | 2026-08-08: rising related query for 'adcb' in AE,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
6,التمويل العقاري الإمارات,seo,quarter,96.2,0.116,30000.211,True,,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
7,ما هو الحد الأدنى للراتب للحصول على قرض شخصي,seo,quarter,95.7,0.13,33824.117,False,,Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
8,adcb internet banking update,seo,quarter,94.4,0.143,37138.08,True,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
9,adcb customer data integrity,seo,quarter,94.2,0.138,35808.366,True,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
10,فتح حساب بنكي في الإمارات,seo,quarter,94.2,0.027,6999.492,True,,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
11,أفضل بنك في الإمارات,seo,quarter,94.1,0.059,15396.806,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
12,evaluate adcb on current and savings,seo,quarter,94.0,0.127,32802.345,True,2026-08-08: AI prompt (Google AI Overviews) · topic: current and savings | 2026-08-08: AI prompt (Google Gemini) · topic: current and savings | 2026-08-08: AI prompt (ChatGPT) · topic: current and savings,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
13,evaluate adcb on accounts,seo,quarter,93.8,0.118,30625.555,True,2026-08-08: AI prompt (Google Gemini) · topic: Accounts | 2026-08-08: AI prompt (ChatGPT) · topic: Accounts | 2026-08-08: AI prompt (Google AI Overviews) · topic: Accounts,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
14,how does islamic home finance work,seo,quarter,93.8,0.047,12261.438,False,,Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
15,evaluate adcb on fees and charges,seo,quarter,93.5,0.105,27305.459,True,2026-08-08: AI prompt (Google AI Mode) · topic: Fees and charges | 2026-08-08: AI prompt (ChatGPT) · topic: Fees and charges | 2026-08-08: AI prompt (Google Gemini) · topic: Fees and charges,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
16,adcb banking issues,seo,quarter,93.1,0.085,22087.419,True,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE | 2026-08-13: suggestion for 'adcb issue' [AE/ar],BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
17,adcb issue today,seo,quarter,93.1,0.087,22545.857,True,2026-08-08: rising related query for 'adcb' in AE | 2026-08-13: suggestion for 'adcb issue' [AE/en] | 2026-08-09: suggestion for 'adcb issue' [AE/en],BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
18,evaluate adcb on eligibility and documentation,seo,quarter,92.6,0.063,16383.275,True,2026-08-08: AI prompt (Google AI Mode) · topic: Eligibility and documentation | 2026-08-08: AI prompt (ChatGPT) · topic: Eligibility and documentation | 2026-08-08: AI prompt (Perplexity) · topic: Eligibility and documentation,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
19,wealth management uae,seo,quarter,82.9,0.63,0.511,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
20,evaluate adcb on digital banking and app,seo,quarter,82.4,0.689,0.77,False,2026-08-08: AI prompt (Google Gemini) · topic: Digital banking and app | 2026-08-08: AI prompt (Google AI Mode) · topic: Digital banking and app | 2026-08-09: AI prompt (Google Gemini) · topic: Digital banking and app,Create/refresh a dedicated page targeting this query; interlink from related pages.
