rank,keyword,channel,horizon,trend_score,predicted_delta,velocity_z,breakout,evidence,suggested_action
1,adcb com,seo,month,100.0,0.111,6.853,False,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
2,حساب توفير الإمارات,seo,month,95.3,0.085,30565.889,True,,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
3,البنوك الرقمية الإمارات,seo,month,93.8,0.128,67803.362,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
4,what is the minimum salary for a credit card in uae,seo,month,93.6,0.086,57953.735,True,,BREAKOUT detected — act now while competition is low. Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
5,ما هو الحد الأدنى للراتب للحصول على قرض شخصي,seo,month,93.5,0.121,33824.117,False,,Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
6,أفضل بنك في الإمارات,seo,month,92.9,0.109,15396.806,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
7,التمويل العقاري الإمارات,seo,month,91.9,0.052,30000.211,True,,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
8,how does islamic home finance work,seo,month,91.5,0.079,12261.438,False,,Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
9,فتح حساب بنكي في الإمارات,seo,month,91.1,0.035,6999.492,True,,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
10,adcb updates,seo,month,90.1,0.05,44193.885,True,2026-08-09: rising related query for 'adcb' in AE | 2026-08-08: rising related query for 'adcb' in AE,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
11,evaluate adcb on accounts,seo,month,86.7,0.053,30625.555,True,2026-08-08: AI prompt (Google Gemini) · topic: Accounts | 2026-08-08: AI prompt (ChatGPT) · topic: Accounts | 2026-08-08: AI prompt (Google AI Overviews) · topic: Accounts,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
12,evaluate adcb on current and savings,seo,month,86.6,0.05,32802.345,True,2026-08-08: AI prompt (Google AI Overviews) · topic: current and savings | 2026-08-08: AI prompt (Google Gemini) · topic: current and savings | 2026-08-08: AI prompt (ChatGPT) · topic: current and savings,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
13,adcb customer data integrity,seo,month,86.5,0.048,35808.366,True,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
14,adcb issue today,seo,month,86.5,0.049,22545.857,True,2026-08-08: rising related query for 'adcb' in AE | 2026-08-13: suggestion for 'adcb issue' [AE/en] | 2026-08-09: suggestion for 'adcb issue' [AE/en],BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
15,adcb internet banking update,seo,month,86.5,0.048,37138.08,True,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
16,evaluate adcb on fees and charges,seo,month,86.4,0.046,27305.459,True,2026-08-08: AI prompt (Google AI Mode) · topic: Fees and charges | 2026-08-08: AI prompt (ChatGPT) · topic: Fees and charges | 2026-08-08: AI prompt (Google Gemini) · topic: Fees and charges,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
17,adcb banking issues,seo,month,86.3,0.043,22087.419,True,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE | 2026-08-13: suggestion for 'adcb issue' [AE/ar],BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
18,evaluate adcb on eligibility and documentation,seo,month,86.1,0.041,16383.275,True,2026-08-08: AI prompt (Google AI Mode) · topic: Eligibility and documentation | 2026-08-08: AI prompt (ChatGPT) · topic: Eligibility and documentation | 2026-08-08: AI prompt (Perplexity) · topic: Eligibility and documentation,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
19,adcb bank issue,seo,month,56.6,0.156,1.411,False,2026-08-09: rising related query for 'adcb bank' in AE | 2026-08-08: rising related query for 'adcb bank' in AE | 2026-08-09: rising related query for 'adcb' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
20,credit card uae,seo,month,38.2,0.173,0.337,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
