rank,keyword,channel,horizon,trend_score,predicted_delta,velocity_z,breakout,evidence,suggested_action
1,الدرهم الرقمي,seo,month,100.0,0.049,25133.434,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
2,البنوك الرقمية الإمارات,seo,month,99.9,0.117,36210.762,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
3,حساب توفير الإمارات,seo,month,99.5,0.07,13617.268,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
4,adcb com,seo,month,99.2,-0.013,5.702,False,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE | 2026-08-14: rising related query for 'adcb' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
5,what is the minimum salary for a credit card in uae,seo,month,99.1,0.021,48069.268,True,,BREAKOUT detected — act now while competition is low. Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
6,adcb updates,seo,month,98.7,0.079,15707.988,True,2026-08-09: rising related query for 'adcb' in AE | 2026-08-08: rising related query for 'adcb' in AE | 2026-08-14: rising related query for 'adcb' in AE,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
7,أفضل بنك في الإمارات,seo,month,97.8,0.05,9685.482,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
8,embedded finance mena,seo,month,97.6,0.044,42510.641,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
9,how does islamic home finance work,seo,month,96.7,-0.018,11946.138,False,,Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
10,adcb issue today,seo,month,94.0,0.038,22500.693,False,2026-08-08: rising related query for 'adcb' in AE | 2026-08-14: rising related query for 'adcb' in AE | 2026-08-13: suggestion for 'adcb issue' [AE/en],Create/refresh a dedicated page targeting this query; interlink from related pages.
11,adcb com update,seo,month,94.0,0.039,31244.765,False,2026-08-14: rising related query for 'adcb com' in AE | 2026-08-09: rising related query for 'adcb com' in AE | 2026-08-14: rising related query for 'adcb' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
12,evaluate adcb on fees and charges,seo,month,93.8,0.033,32270.088,True,2026-08-08: AI prompt (Google AI Mode) · topic: Fees and charges | 2026-08-08: AI prompt (ChatGPT) · topic: Fees and charges | 2026-08-08: AI prompt (Google Gemini) · topic: Fees and charges,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
13,evaluate adcb on eligibility and documentation,seo,month,93.5,0.023,19362.053,True,2026-08-08: AI prompt (Google AI Mode) · topic: Eligibility and documentation | 2026-08-08: AI prompt (ChatGPT) · topic: Eligibility and documentation | 2026-08-08: AI prompt (Perplexity) · topic: Eligibility and documentation,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
14,كيف أحول أموال من الإمارات إلى الهند,seo,month,93.4,0.019,14723.412,False,,Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
15,adcb internet banking update,seo,month,93.4,0.02,26317.763,False,2026-08-08: rising related query for 'adcb' in AE | 2026-08-14: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
16,adcb com login,seo,month,93.4,0.022,27926.038,True,2026-08-09: rising related query for 'adcb com' in AE | 2026-08-08: suggestion for 'adcb com' [AE/ar] | 2026-08-09: suggestion for 'adcb com' [AE/ar],BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
17,evaluate adcb on accounts,seo,month,93.3,0.019,24388.74,True,2026-08-08: AI prompt (Google Gemini) · topic: Accounts | 2026-08-08: AI prompt (ChatGPT) · topic: Accounts | 2026-08-08: AI prompt (Google AI Overviews) · topic: Accounts,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
18,islamic banking uae,seo,month,68.0,-0.037,0.519,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
19,remittance uae to india,seo,month,65.8,0.242,0.537,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
20,adcb,seo,month,65.7,-0.053,0.194,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
