rank,keyword,channel,horizon,trend_score,predicted_delta,velocity_z,breakout,evidence,suggested_action
1,adcb com,seo,week,100.0,0.34,5.235,True,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
2,adcb bank issue,seo,week,93.2,0.26,38301.982,False,2026-08-09: rising related query for 'adcb bank' in AE | 2026-08-08: rising related query for 'adcb bank' in AE | 2026-08-09: rising related query for 'adcb' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
3,أفضل بنك في الإمارات,seo,week,90.7,0.24,10497.824,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
4,البنوك الرقمية الإمارات,seo,week,88.1,0.216,48057.811,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
5,التمويل العقاري الإمارات,seo,week,87.5,0.132,11790.994,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
6,ما هو الحد الأدنى للراتب للحصول على قرض شخصي,seo,week,87.0,0.157,28086.35,True,,BREAKOUT detected — act now while competition is low. Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
7,how does islamic home finance work,seo,week,86.5,0.145,14164.81,False,,Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
8,حساب توفير الإمارات,seo,week,85.1,0.113,10860.126,True,,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
9,what is the minimum salary for a credit card in uae,seo,week,85.0,0.112,42526.302,False,,Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
10,adcb banking issues,seo,week,83.8,0.157,17880.291,True,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
11,adcb issue today,seo,week,83.8,0.157,18301.931,True,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: suggestion for 'adcb issue' [AE/en] | 2026-08-10: suggestion for 'adcb issue' [AE/en],BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
12,evaluate adcb on accounts,seo,week,81.9,0.114,25040.347,True,2026-08-08: AI prompt (Google Gemini) · topic: Accounts | 2026-08-08: AI prompt (ChatGPT) · topic: Accounts | 2026-08-08: AI prompt (Google AI Overviews) · topic: Accounts,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
13,adcb internet banking update,seo,week,81.3,0.101,30335.578,True,2026-08-08: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
14,evaluate adcb on current and savings,seo,week,81.2,0.099,26790.691,True,2026-08-08: AI prompt (Google AI Overviews) · topic: current and savings | 2026-08-08: AI prompt (Google Gemini) · topic: current and savings | 2026-08-08: AI prompt (ChatGPT) · topic: current and savings,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
15,evaluate adcb on fees and charges,seo,week,81.0,0.093,22340.83,True,2026-08-08: AI prompt (Google AI Mode) · topic: Fees and charges | 2026-08-08: AI prompt (ChatGPT) · topic: Fees and charges | 2026-08-08: AI prompt (Google Gemini) · topic: Fees and charges,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
16,evaluate adcb on eligibility and documentation,seo,week,78.8,0.045,13404.498,True,2026-08-08: AI prompt (Google AI Mode) · topic: Eligibility and documentation | 2026-08-08: AI prompt (ChatGPT) · topic: Eligibility and documentation | 2026-08-08: AI prompt (Perplexity) · topic: Eligibility and documentation,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
17,adcb,seo,week,39.8,0.351,-0.218,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
18,remittance uae to india,seo,week,36.8,0.418,0.159,False,,Create/refresh a dedicated page targeting this query; interlink from related pages.
19,fintech uae,seo,week,35.3,0.277,0.086,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
20,in adcb bank,seo,week,34.7,0.45,-0.0,True,2026-08-08: suggestion for 'for adcb bank' [AE/en] | 2026-08-09: suggestion for 'for adcb bank' [AE/en] | 2026-08-10: suggestion for 'for adcb bank' [AE/en],BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
