rank,keyword,channel,horizon,trend_score,predicted_delta,velocity_z,breakout,evidence,suggested_action
1,embedded finance mena,seo,week,100.0,0.191,4.918,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
2,البنوك الرقمية الإمارات,seo,week,97.8,0.267,2.743,False,,"Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
3,الدرهم الرقمي,seo,week,93.6,0.077,6.836,True,,"BREAKOUT detected — act now while competition is low. Publish a definitive, stat-backed explainer with clear entity references, citations-friendly formatting, and up-to-date facts so AI engines cite you. Create/refresh a dedicated page targeting this query; interlink from related pages."
4,adcb com update,seo,week,87.8,0.051,5.095,False,2026-08-14: rising related query for 'adcb com' in AE | 2026-08-15: rising related query for 'adcb com' in AE | 2026-08-09: rising related query for 'adcb com' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
5,adcb internet banking update,seo,week,87.1,0.034,4.687,False,2026-08-08: rising related query for 'adcb' in AE | 2026-08-14: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
6,adcb issue today uae latest news,seo,week,86.8,0.026,5.291,False,2026-08-14: rising related query for 'adcb issue today' in AE | 2026-08-08: suggestion for 'adcb issue today' [AE/en] | 2026-08-09: suggestion for 'adcb issue today' [AE/en],Create/refresh a dedicated page targeting this query; interlink from related pages.
7,evaluate adcb on business and sme banking,seo,week,86.8,0.028,5.088,True,2026-08-08: AI prompt (Google AI Overviews) · topic: Business and SME banking | 2026-08-09: AI prompt (Perplexity) · topic: Business and SME banking | 2026-08-09: AI prompt (Google Gemini) · topic: Business and SME banking,BREAKOUT detected — act now while competition is low. Create/refresh a dedicated page targeting this query; interlink from related pages.
8,كيف أحول أموال من الإمارات إلى الهند,seo,week,86.7,0.024,5.365,True,,BREAKOUT detected — act now while competition is low. Add a concise 40–60 word direct answer; mark up with FAQPage/HowTo schema; target voice/featured snippets. Create/refresh a dedicated page targeting this query; interlink from related pages.
9,adcb issue today,seo,week,86.7,0.024,4.796,False,2026-08-08: rising related query for 'adcb' in AE | 2026-08-14: rising related query for 'adcb' in AE | 2026-08-13: suggestion for 'adcb issue' [AE/en],Create/refresh a dedicated page targeting this query; interlink from related pages.
10,adcb banking issues,seo,week,86.6,0.023,4.481,False,2026-08-08: rising related query for 'adcb' in AE | 2026-08-15: rising related query for 'adcb' in AE | 2026-08-09: rising related query for 'adcb' in AE,Create/refresh a dedicated page targeting this query; interlink from related pages.
